,ERR188044,ERR188104,ERR188234,ERR188245,ERR188257,ERR188273,ERR188337,ERR188383,ERR188401,ERR188428,ERR188454,ERR204916
NM_001162936,0,1,0,0,0,0,0,0,0,0,0,0
NM_001163257,0,0,0,0,0,0,0,0,0,0,0,0
NM_001163264,0,0,0,0,0,0,0,0,0,0,0,0
NM_001163265,0,0,0,0,0,0,0,0,0,0,0,0
NM_001163278,0,0,0,0,0,0,0,0,0,0,0,0
NM_001163279,0,0,0,0,0,0,0,0,0,0,0,0
NM_001163280,0,0,2,0,7,0,4,5,2,0,0,9
NM_001163321,0,0,0,0,0,0,0,0,0,0,0,0
NM_001163322,0,0,0,0,0,0,0,0,0,0,0,0
NM_001163323,0,0,0,0,0,0,0,0,0,0,0,0
NM_001163334,0,0,0,0,0,0,0,0,0,0,0,0
NM_001163335,0,0,0,0,0,0,0,0,0,0,0,0
NM_001163438,10,5,24,8,5,13,6,9,1,24,23,26
NM_001164415,0,0,0,0,0,0,0,0,0,0,0,0
NM_001164416,0,0,0,0,0,0,0,0,0,0,0,0
NM_001164417,0,0,0,0,0,0,0,0,0,0,0,0
NM_001164617,0,0,0,0,0,0,0,0,0,0,0,0
NM_001164618,0,0,0,0,0,0,0,0,0,0,0,0
NM_001164619,0,0,0,0,0,0,0,0,0,0,0,0
NM_001164741,9,9,8,5,2,3,13,4,6,1,10,3
NM_001164803,1104,1653,1327,909,1339,464,1581,1280,1513,954,1100,855
NM_001166221,0,0,0,0,0,0,0,0,0,0,0,0
NM_001166278,0,1,2,1,0,0,4,2,4,4,0,3
NM_001166386,0,0,0,0,0,0,0,0,0,0,0,0
NM_001166387,0,0,0,0,0,0,0,0,0,0,0,0
NM_001166400,0,0,0,0,0,0,0,0,0,0,0,0
NM_001166401,0,0,0,0,2,0,0,0,0,0,0,0
NM_001166418,0,0,0,0,0,0,0,0,0,0,0,0
NM_001166419,0,0,0,0,0,0,0,0,0,0,0,0
NM_001166420,0,0,0,0,0,0,0,0,0,0,0,0
NM_001166422,0,0,0,0,0,0,0,0,0,0,0,0
NM_001166426,34,20,47,8,16,13,49,16,50,15,25,17
NM_001166448,0,0,0,0,0,0,0,0,0,0,0,0
NM_001166460,0,0,0,0,0,0,0,0,0,0,0,0
NM_001166461,0,0,0,0,0,0,0,0,0,0,0,0
NM_001166462,0,0,1,0,0,0,0,0,0,0,0,0
NM_001166550,0,0,0,0,0,0,0,0,0,0,0,0
NM_001166599,107,108,71,47,63,38,181,39,99,68,71,80
NM_001166600,0,0,0,0,0,0,0,0,0,0,0,0
NM_001166660,0,0,0,0,0,0,0,0,0,0,0,0
NM_001166699,0,0,0,0,0,0,0,0,0,0,0,0
NM_001166700,0,0,0,0,0,0,0,0,0,0,0,0
NM_001166701,0,0,0,0,0,0,0,0,0,0,0,0
NM_001166702,0,0,0,0,0,0,0,0,0,0,0,0
NM_001166703,0,0,0,0,0,0,0,0,1,0,0,1
NM_001166704,0,0,0,0,0,0,0,0,0,0,0,0
NM_001167,0,0,0,0,0,0,0,0,0,0,0,0
NM_001167819,0,0,0,0,0,0,0,0,0,0,0,0
NM_001167890,0,0,0,0,0,0,0,0,0,0,0,0
NM_001167947,7,10,10,4,1,4,5,1,2,2,8,7
NM_001167970,0,0,0,0,0,0,0,0,0,0,0,0
NM_001167971,0,0,0,0,0,0,0,0,0,0,0,0
NM_001167972,0,0,0,0,0,0,0,0,0,0,0,0
NM_001167989,0,0,0,0,0,0,0,0,0,0,0,0
NM_001167990,0,0,0,0,0,0,0,0,0,0,0,0
NM_001167992,0,0,0,0,0,0,0,0,0,0,0,0
NM_001168299,0,0,0,0,0,0,0,0,0,0,0,0
NM_001168300,0,0,0,0,0,0,0,0,0,0,0,0
NM_001168301,0,0,0,0,0,0,0,0,0,0,0,0
NM_001168302,0,0,0,0,0,0,0,0,0,0,0,0
NM_001168303,0,0,0,0,0,0,0,0,0,0,0,0
NM_001168360,0,0,0,0,0,0,0,0,0,0,0,0
NM_001168361,0,0,0,0,0,0,0,0,0,0,0,0
NM_001168362,0,0,0,0,0,0,0,0,0,0,0,0
NM_001168363,0,0,0,0,0,0,0,0,0,0,0,0
NM_001168385,0,0,0,0,0,0,0,0,0,0,0,0
NM_001168399,0,0,0,0,0,0,0,0,0,0,0,0
NM_001168400,0,0,0,0,0,0,0,0,0,0,0,0
NM_001168401,0,0,0,0,0,0,0,0,0,0,0,0
NM_001168465,1,2,0,0,0,0,3,1,0,1,2,7
NM_001168466,0,0,0,0,0,0,0,0,0,0,0,0
NM_001168467,0,0,0,0,0,0,0,0,0,0,0,0
NM_001168474,0,0,0,0,0,0,0,0,0,0,0,0
NM_001168478,0,0,0,0,0,0,0,0,0,0,0,0
NM_001168479,0,0,0,0,0,0,0,0,0,0,0,0
NM_001168480,0,0,0,0,0,0,0,0,0,0,0,0
NM_001168482,0,0,0,0,0,0,0,0,0,0,0,0
NM_001168485,0,0,0,0,0,0,0,0,0,0,0,0
NM_001168530,0,0,0,0,0,0,0,0,0,0,0,0
NM_001168531,0,0,0,0,0,0,0,0,0,0,0,0
NM_001168647,0,0,0,0,0,0,0,0,0,0,0,0
NM_001168648,0,0,0,0,0,0,0,0,0,0,0,0
NM_001168649,0,0,0,0,0,0,0,0,0,0,0,0
NM_001168683,0,0,0,0,0,0,0,0,0,0,0,0
NM_001169122,0,0,0,0,0,0,0,0,0,0,0,0
NM_001169123,0,0,0,0,0,0,0,0,0,0,0,0
NM_001169124,0,0,0,0,0,0,0,0,0,0,0,0
NM_001169125,0,0,0,0,0,0,0,0,0,0,0,0
NM_001169154,0,0,0,0,0,0,0,0,0,0,0,0
NM_001169574,0,0,0,0,0,0,0,0,0,0,0,0
NM_001170331,0,0,0,0,0,0,0,0,0,0,0,0
NM_001170460,4,7,10,1,3,0,5,1,4,2,5,2
NM_001170553,0,0,0,0,0,0,0,0,0,0,0,0
NM_001170569,0,0,0,0,0,0,0,0,0,0,0,0
NM_001170570,0,0,0,0,0,0,0,0,0,0,0,0
NM_001170574,0,0,0,0,0,0,0,0,0,0,0,0
NM_001170628,0,0,0,0,0,0,0,0,0,0,0,0
NM_001170649,0,0,0,0,0,0,0,0,0,0,0,0
NM_001170650,0,0,0,0,0,0,0,0,0,0,0,0
NM_001170701,0,0,0,0,0,0,0,0,0,0,0,0
NM_001170702,0,0,0,0,0,0,0,0,0,0,0,0
NM_001170703,0,0,0,0,0,0,0,0,0,0,0,0
NM_001170704,1,2,1,1,2,3,8,1,4,0,2,4
NM_001170747,2,6,3,10,4,0,5,17,3,6,5,9
NM_001170750,0,0,0,0,0,0,0,0,0,0,0,0
NM_001170751,0,0,0,0,0,0,0,0,0,0,0,0
NM_001170752,0,0,0,0,0,0,0,0,0,0,0,0
NM_001170756,0,0,0,0,0,0,0,0,0,0,0,0
NM_001170757,0,0,0,0,0,0,0,0,0,0,0,0
NM_001170760,0,0,0,0,0,0,0,0,0,0,0,0
NM_001170761,0,0,0,0,0,0,0,0,0,0,0,0
NM_001170779,1,2,1,0,0,1,0,1,1,1,2,0
NM_001170780,4,1,4,0,1,1,2,1,4,0,1,1
NM_001170781,46,57,50,38,41,19,21,26,64,36,48,35
NM_001170782,0,0,0,0,0,0,0,0,0,0,0,0
NM_001170783,0,0,0,0,0,0,0,0,0,0,0,0
NM_001170784,0,0,0,0,0,0,0,0,0,0,0,0
NM_001170931,0,0,0,0,0,0,0,0,0,0,0,0
NM_001170961,0,0,0,0,0,0,0,0,0,0,0,0
NM_001170962,0,0,0,0,0,0,0,0,0,0,0,0
NM_001170963,0,0,0,0,0,0,0,0,0,0,0,0
NM_001171020,0,0,0,0,0,0,0,0,0,0,0,0
NM_001171038,0,0,0,0,0,0,0,0,0,0,0,0
NM_001171039,0,0,0,0,0,0,0,0,0,0,0,0
NM_001171080,284,512,211,202,342,101,418,279,410,191,298,248
NM_001171092,0,0,0,0,0,0,0,0,0,0,0,0
NM_001171095,0,0,0,0,0,0,0,0,0,0,0,0
NM_001171109,0,0,0,0,0,0,0,0,0,0,0,0
NM_001171110,0,0,0,0,0,0,0,0,0,0,0,0
NM_001171111,0,0,0,0,0,0,0,0,0,0,0,0
NM_001171132,0,0,0,0,0,0,0,0,0,0,0,0
NM_001171133,0,0,0,0,0,0,0,0,0,0,0,0
NM_001171134,0,0,0,0,0,0,0,0,0,0,0,0
NM_001171135,0,0,0,8,4,1,21,10,5,1,5,5
NM_001171136,0,0,0,0,0,0,0,0,0,0,0,0
NM_001171162,10,7,15,1,5,3,7,7,5,2,3,9
NM_001171163,3,2,3,1,1,3,4,1,0,2,3,3
NM_001171184,0,0,0,0,0,0,0,0,0,0,0,0
NM_001171186,0,0,0,0,0,0,0,0,0,0,0,0
NM_001171191,0,0,0,0,0,0,0,0,0,0,0,0
NM_001171192,0,0,0,0,0,0,0,0,0,0,0,0
NM_001171193,0,0,0,0,0,0,0,0,0,0,0,0
NM_001171252,0,0,0,0,0,0,0,0,0,0,0,0
NM_001171581,0,0,0,0,0,0,0,0,0,0,0,0
NM_001171689,0,0,0,0,0,0,0,0,0,0,0,0
NM_001171706,0,0,0,0,0,0,0,0,0,0,0,0
NM_001171876,0,0,0,0,0,0,0,0,0,0,0,0
NM_001171877,0,0,0,0,0,0,0,0,0,0,0,0
NM_001171878,0,0,0,0,0,0,0,0,0,0,0,0
NM_001171879,0,0,0,0,0,0,0,0,0,0,0,0
NM_001171907,0,0,0,0,0,0,0,0,0,0,0,0
NM_001171908,0,0,0,0,0,0,0,0,0,0,0,0
NM_001171909,8,5,19,3,11,6,10,5,22,9,6,5
NM_001171942,0,1,0,0,0,0,0,0,0,0,0,0
NM_001171991,0,0,0,0,0,0,0,0,0,0,0,0
NM_001172285,0,0,0,0,0,0,0,0,0,0,0,0
NM_001172288,0,0,0,0,0,0,0,0,0,0,0,0
NM_001172335,0,0,0,0,0,0,0,0,0,0,0,0
NM_001172436,0,0,0,0,0,0,0,0,0,0,0,0
NM_001172672,0,0,0,0,0,0,0,0,0,0,0,0
NM_001172732,0,0,0,0,0,0,0,0,0,0,0,0
NM_001172739,0,0,0,0,0,0,0,0,0,0,0,0
NM_001172743,0,0,0,0,0,0,0,0,0,0,0,0
NM_001173454,1,0,0,0,0,0,0,1,0,0,0,0
NM_001173455,0,0,0,0,0,0,0,0,0,0,0,0
NM_001173456,0,0,0,0,0,0,0,0,0,0,0,0
NM_001173473,2,1,0,0,0,0,0,0,0,0,2,0
NM_001173474,0,0,0,0,0,0,0,0,0,0,0,0
NM_001173479,4,8,2,3,6,2,1,1,6,1,1,7
NM_001173480,0,0,0,0,0,0,0,0,0,0,0,0
NM_001173486,1,0,0,0,0,0,0,0,0,0,0,0
NM_001173487,2,1,0,0,1,1,0,0,2,0,0,0
NM_001173488,5,4,4,6,3,4,10,3,9,1,5,1
NM_001173489,0,0,0,0,0,0,0,0,0,0,0,0
NM_001173490,0,0,0,0,0,0,0,0,0,0,0,0
NM_001173516,0,0,0,0,0,0,0,0,0,0,0,0
NM_001173517,9,17,17,8,10,4,18,7,18,5,11,1
NM_001174068,0,0,0,0,0,0,0,0,0,0,0,0
NM_001174092,0,0,0,0,0,0,0,0,0,0,0,0
NM_001177465,0,0,0,0,0,0,0,0,0,0,0,0
NM_001177466,0,0,0,0,0,0,0,0,0,0,0,0
NM_001177475,0,0,0,0,0,0,0,0,0,0,0,0
NM_001177478,0,0,0,0,0,0,0,0,0,0,0,0
NM_001177479,0,0,0,0,0,0,0,0,0,0,0,0
NM_001177651,0,0,0,0,0,0,0,0,0,0,0,0
NM_001178032,0,0,0,0,0,0,0,0,0,0,0,0
NM_001178033,0,0,0,0,0,0,0,0,0,0,0,0
NM_001178084,0,0,0,0,0,0,0,0,0,0,0,0
NM_001178085,0,2,0,0,1,0,2,0,2,1,0,0
NM_001178086,0,0,0,0,0,0,0,0,0,0,0,0
NM_001178095,0,0,0,0,0,0,0,0,0,0,0,0
NM_001178099,0,0,0,0,0,0,0,0,0,0,0,0
NM_001178106,0,0,0,0,0,0,0,0,0,0,0,0
NM_001178107,0,0,0,0,0,0,0,0,0,0,0,0
NM_001178108,0,0,0,0,0,0,0,0,0,0,0,0
NM_001178109,0,0,0,0,0,0,0,0,0,0,0,0
NM_001178110,0,0,0,0,0,0,0,0,0,0,0,0
NM_001178113,1,0,1,0,0,0,0,1,0,0,1,0
NM_001178115,0,0,0,0,1,0,0,0,0,0,0,0
NM_001178135,0,3,7,0,0,3,5,0,3,2,0,1
NM_001178136,0,0,0,0,0,0,0,0,0,0,0,0
NM_001183,2028,1392,2069,1512,1346,768,1495,1163,1636,1029,1635,1342
NM_001184702,0,0,0,0,0,0,0,0,0,0,0,0
NM_001184703,0,0,0,0,0,0,0,0,0,0,0,0
NM_001184704,0,0,0,0,0,0,0,0,0,0,0,0
NM_001184727,0,0,1,0,0,0,0,0,0,0,0,2
NM_001184742,1,1,0,1,1,0,1,1,3,0,0,0
NM_001184745,0,0,0,0,0,0,0,0,0,0,0,0
NM_001184749,0,0,0,0,0,0,0,0,0,0,0,0
NM_001184750,0,0,0,0,0,0,0,0,0,0,0,0
NM_001184767,0,0,0,0,0,0,0,0,0,0,0,0
NM_001184768,0,0,0,0,0,0,0,0,0,0,0,0
NM_001184771,0,0,0,0,0,0,0,0,0,0,0,0
NM_001184772,5,5,12,2,3,7,4,0,3,0,2,3
NM_001184782,0,0,0,0,0,0,0,0,0,0,0,0
NM_001184797,0,0,0,0,0,0,0,0,0,0,0,0
NM_001184808,0,0,0,0,0,0,0,0,0,0,0,0
NM_001184819,0,0,0,0,0,1,0,1,0,2,3,1
NM_001184830,0,0,0,0,0,0,0,0,0,0,0,0
NM_001184831,0,0,0,0,0,0,0,0,0,0,0,0
NM_001184833,0,0,0,0,0,0,0,0,0,0,0,0
NM_001184834,0,0,0,0,0,0,0,0,0,0,0,0
NM_001184835,0,0,0,0,0,0,0,0,0,0,0,0
NM_001184836,0,0,0,0,0,0,0,0,0,0,0,0
NM_001184837,0,0,0,0,0,0,0,0,0,0,0,0
NM_001184874,0,0,0,0,0,0,0,0,0,0,0,0
NM_001184875,0,0,0,0,0,0,0,0,0,0,0,0
NM_001184876,0,0,0,0,0,0,0,0,0,0,0,0
NM_001184880,0,0,0,0,0,0,0,0,0,0,0,0
NM_001184896,3,0,0,0,1,0,1,0,0,0,1,2
NM_001184897,0,0,0,0,0,0,0,0,0,0,0,0
NM_001184898,7,13,7,0,10,2,18,2,17,6,9,5
NM_001184924,0,0,0,0,0,0,0,0,0,0,0,0
NM_001184960,0,1,1,0,0,0,0,0,0,0,0,0
NM_001184965,0,0,0,0,0,0,0,0,0,0,0,0
NM_001184966,0,0,0,0,0,0,0,0,0,0,0,0
NM_001185063,0,0,0,0,0,0,0,0,0,0,0,0
NM_001185075,0,0,0,0,0,0,0,0,0,0,0,0
NM_001185076,0,0,0,0,0,0,0,0,0,0,0,0
NM_001185081,0,0,0,0,0,0,0,0,0,0,0,0
NM_001185082,0,0,0,0,0,0,0,0,0,0,0,0
NM_001185183,0,0,0,0,0,0,0,0,0,0,0,0
NM_001190255,0,0,0,0,0,0,0,0,0,0,0,0
NM_001190417,0,0,0,0,0,0,0,0,0,0,0,0
NM_001190708,1,1,0,2,1,1,1,0,1,4,0,1
NM_001193270,1,1,1,0,0,0,3,0,1,1,1,5
NM_001193277,0,0,0,0,0,0,0,0,0,0,0,0
NM_001193278,0,0,0,0,0,0,0,0,0,0,0,0
NM_001193279,0,0,0,0,0,0,0,0,0,0,0,0
NM_001193280,0,0,0,0,0,0,0,0,0,0,0,0
NM_001193281,0,0,0,0,0,0,0,0,0,0,0,0
NM_001193416,0,0,0,0,0,0,0,0,0,0,0,0
NM_001193417,0,0,0,0,0,0,0,0,0,0,0,0
NM_001195081,0,0,0,0,0,0,0,0,0,0,0,0
NM_001195214,0,0,0,0,0,0,0,0,0,0,0,0
NM_001195272,0,0,0,0,0,0,0,0,0,0,0,0
NM_001195328,0,0,0,0,0,0,0,0,0,0,0,0
NM_001195522,1,0,0,0,0,0,0,0,0,0,0,0
NM_001195553,0,0,0,0,0,0,0,0,0,0,0,0
NM_001195576,0,0,0,0,0,0,0,0,0,0,0,0
NM_001195577,0,0,0,0,0,0,0,0,0,0,0,0
NM_001195578,0,0,0,0,0,0,0,0,0,0,0,0
NM_001198719,5,5,3,11,20,1,3,7,6,3,2,10
NM_001199687,0,0,0,0,0,0,0,0,0,0,0,0
NM_001199818,16,14,12,4,11,1,14,10,16,6,16,10
NM_001199972,117,192,152,93,116,48,273,61,334,46,127,86
NM_001199973,0,0,0,0,0,0,0,0,0,0,0,0
NM_001199974,0,0,0,0,0,0,0,0,0,0,0,0
NM_001201538,0,0,0,0,0,0,0,0,0,0,0,0
NM_001201539,0,0,0,0,0,0,0,0,0,0,1,0
NM_001201583,0,0,0,0,0,0,0,0,0,0,0,0
NM_001204401,0,0,0,0,0,0,0,0,0,0,0,0
NM_001204402,0,0,0,0,0,0,0,0,0,0,0,0
NM_001204466,0,0,0,0,0,0,0,0,0,0,0,0
NM_001204467,0,0,0,0,0,0,0,0,0,0,0,0
NM_001204468,0,0,0,0,0,0,0,0,0,0,0,0
NM_001204526,0,0,0,0,0,0,0,0,0,0,0,0
NM_001204527,0,0,0,1,2,0,0,1,2,0,3,0
NM_001204811,0,0,0,0,0,0,0,0,0,0,0,0
NM_001205019,0,0,0,0,0,0,0,0,0,0,0,0
NM_001205201,0,0,0,0,0,0,0,0,0,0,0,0
NM_001242310,9,16,8,1,1,1,13,2,15,3,5,6
NM_001242362,0,0,0,0,0,0,0,0,0,0,0,0
NM_001242489,0,0,0,0,0,0,0,0,0,0,0,0
NM_001242490,0,0,0,0,0,0,0,0,0,0,0,0
NM_001242491,0,0,0,0,0,0,0,0,0,1,1,0
NM_001242492,0,0,0,0,0,0,0,0,0,0,0,0
NM_001242493,0,0,0,0,0,0,0,0,0,0,0,0
NM_001242494,0,0,0,0,0,0,0,0,0,0,0,0
NM_001242495,0,0,0,0,0,0,0,0,0,0,0,0
NM_001242496,0,0,0,0,0,0,0,0,0,0,0,0
NM_001242497,0,0,0,0,0,0,0,0,0,0,0,0
NM_001242614,0,0,0,0,0,0,0,0,1,0,0,0
NM_001242617,1,0,0,0,1,0,0,0,0,0,0,0
NM_001242618,0,0,1,0,0,1,2,0,1,1,0,3
NM_001242640,0,0,0,0,0,0,0,0,1,0,0,0
NM_001242922,0,0,0,0,0,0,0,0,0,0,0,0
NM_001243197,1,9,2,1,1,0,1,1,3,1,0,0
NM_001243804,0,0,0,0,0,0,0,0,0,0,0,0
NM_001243963,0,0,0,0,0,0,0,0,0,0,0,0
NM_001244892,0,0,0,0,0,0,0,0,0,0,0,0
NM_001251828,0,0,0,0,0,0,0,0,0,0,0,0
NM_001256119,0,0,0,0,0,0,0,0,0,0,0,0
NM_001256120,0,0,0,0,0,0,0,0,0,0,0,0
NM_001256155,158,147,35,80,77,19,73,68,156,58,32,92
NM_001256185,0,0,0,0,0,0,0,0,0,2,0,0
NM_001256186,0,0,0,0,0,0,0,0,0,0,0,0
NM_001256187,0,0,0,0,0,0,0,0,0,0,0,0
NM_001256188,0,0,0,0,0,0,0,0,0,0,0,0
NM_001256196,0,0,0,0,0,0,0,0,0,0,0,0
NM_001256197,17,22,19,7,14,2,17,7,17,14,18,13
NM_001256447,0,0,0,0,1,0,0,0,0,0,0,0
NM_001256577,0,0,0,0,0,0,0,0,0,0,0,0
NM_001256580,0,0,0,0,0,0,0,0,0,0,0,0
NM_001256743,1,0,1,0,1,2,0,0,0,0,1,0
NM_001256760,0,0,0,0,0,0,0,0,0,0,0,0
NM_001256761,0,0,0,0,0,0,0,0,0,0,0,0
NM_001256789,0,0,0,0,0,0,0,0,0,0,0,0
NM_001256790,0,0,0,0,0,0,0,0,0,0,0,0
NM_001256944,0,0,0,0,0,0,0,0,0,0,0,0
NM_001257168,0,0,0,0,0,0,0,0,0,0,0,0
NM_001257230,0,0,0,0,0,0,0,0,0,0,0,0
NM_001257231,0,0,0,0,0,0,0,0,0,0,0,0
NM_001257234,0,0,0,0,0,0,0,0,0,0,0,0
NM_001257235,0,0,0,0,0,0,0,0,0,0,0,0
NM_001257237,0,0,0,0,0,0,0,0,0,0,0,0
NM_001257239,0,0,0,0,0,0,0,2,0,0,0,0
NM_001257240,0,0,0,0,0,0,0,0,0,0,0,0
NM_001257241,0,0,0,0,0,0,0,0,0,0,0,0
NM_001257291,0,0,0,0,0,0,0,0,0,1,0,0
NM_001257403,0,0,0,0,0,0,0,0,0,0,0,0
NM_001258423,0,0,0,0,0,0,0,0,0,0,0,0
NM_001267053,0,0,0,0,0,0,0,0,0,0,0,0
NM_001267713,0,0,0,0,0,0,0,0,0,0,0,0
NM_001270458,0,0,0,0,0,0,0,0,0,0,0,0
NM_001271183,0,0,0,0,0,0,0,0,0,0,0,0
NM_001271184,1,1,0,0,0,0,1,0,0,0,0,0
NM_001271186,0,0,0,0,0,0,0,0,0,0,0,0
NM_001271187,0,0,0,0,0,0,0,0,0,0,0,0
NM_001271560,1,2,0,1,1,0,0,0,0,0,0,2
NM_001271680,0,0,0,0,0,0,0,0,0,0,0,0
NM_001271682,0,0,0,0,0,0,0,0,0,0,0,0
NM_001271696,0,0,0,0,0,0,0,0,0,0,0,0
NM_001271697,0,0,0,0,0,0,0,0,0,0,0,0
NM_001271698,0,0,0,0,0,0,0,0,0,0,0,0
NM_001271699,0,0,0,0,0,0,0,0,0,0,0,0
NM_001271748,0,0,0,0,0,0,0,0,0,0,0,0
NM_001271752,0,0,0,0,0,0,0,0,0,0,0,0
NM_001271804,0,0,0,0,0,0,0,0,0,0,0,0
NM_001271805,2,2,2,1,0,0,1,2,2,1,2,0
NM_001271815,0,0,0,0,0,0,0,0,0,0,0,0
NM_001271835,0,0,0,0,0,0,0,0,0,0,0,0
NM_001271836,1,0,0,4,6,0,6,1,0,0,5,1
NM_001272061,0,0,0,0,0,0,0,0,0,0,0,0
NM_001272062,0,0,0,0,0,0,0,0,0,0,0,0
NM_001272063,0,0,0,0,0,0,0,0,0,0,0,0
NM_001272071,4,10,0,2,5,3,7,2,8,3,1,2
NM_001272102,0,0,0,0,0,0,0,0,0,0,0,0
NM_001277307,2,1,2,1,0,1,2,1,2,6,3,0
NM_001277423,0,0,0,0,0,0,0,0,0,0,0,0
NM_001277710,2,2,2,0,1,0,1,0,0,1,2,1
NM_001278000,0,0,0,0,0,0,0,0,1,0,0,0
NM_001278116,0,0,0,0,0,0,0,0,0,0,0,1
NM_001278691,0,0,0,0,0,0,0,0,0,0,0,0
NM_001278697,0,0,0,0,0,0,0,0,0,0,0,0
NM_001278701,0,0,0,0,0,0,0,0,0,0,0,0
NM_001278702,0,0,0,0,0,0,0,0,0,0,0,0
NM_001278740,0,0,0,0,0,0,3,0,0,0,0,0
NM_001278741,0,0,0,0,0,0,0,0,0,0,0,0
NM_001278742,0,0,0,0,0,0,0,0,0,0,0,0
NM_001278743,0,0,0,0,0,0,0,0,0,0,0,0
NM_001281463,1,2,2,2,0,0,6,1,1,1,2,2
NM_001281736,0,0,0,0,0,0,0,0,0,0,0,0
NM_001282141,0,0,0,0,0,0,0,0,0,0,0,0
NM_001282142,0,0,0,0,0,0,0,0,0,0,0,0
NM_001282145,0,0,0,0,0,0,0,0,0,0,0,0
NM_001282146,0,0,0,0,1,1,0,0,0,0,0,0
NM_001282157,0,0,0,0,0,0,0,0,0,0,0,0
NM_001282161,0,0,0,0,0,0,0,0,0,0,0,0
NM_001282163,0,1,0,0,0,0,2,0,3,1,0,1
NM_001282166,0,0,0,0,0,0,0,0,0,0,0,0
NM_001282167,20,9,15,10,12,6,14,8,10,6,8,20
NM_001282174,0,0,0,0,0,0,0,0,0,0,0,0
NM_001282186,0,0,0,0,0,0,0,0,0,0,0,0
NM_001282187,1,0,0,1,0,0,0,0,0,0,0,0
NM_001282188,0,0,0,0,0,1,0,0,0,0,0,0
NM_001282195,0,0,0,0,0,0,0,0,0,0,0,0
NM_001282196,0,0,0,0,0,0,0,0,0,0,0,0
NM_001282197,3,1,2,0,1,1,2,2,1,0,1,0
NM_001282198,0,0,0,0,0,0,0,0,0,0,0,0
NM_001282201,0,0,0,0,0,0,0,0,0,0,0,0
NM_001282202,0,0,0,0,0,0,0,0,0,0,0,0
NM_001282224,0,0,0,0,0,0,0,0,0,0,0,0
NM_001282231,0,0,0,0,0,0,0,0,0,0,0,0
NM_001282283,0,0,0,0,0,0,0,0,0,0,0,0
NM_001282302,1,1,4,2,2,1,1,2,3,3,0,0
NM_001282311,1,2,2,1,0,0,4,0,0,0,0,0
NM_001282312,0,0,0,0,0,0,0,0,0,0,0,0
NM_001282337,0,0,0,0,0,0,0,0,0,0,0,0
NM_001282338,0,1,0,0,0,0,0,0,0,0,0,0
NM_001282400,0,1,0,0,0,1,4,0,0,0,2,0
NM_001282401,0,0,0,0,0,0,0,0,0,0,0,0
NM_001282418,0,0,0,0,0,1,0,0,0,0,0,0
NM_001282461,0,0,0,0,0,0,0,0,0,0,0,0
NM_001282462,0,0,0,0,0,0,0,0,0,0,0,0
NM_001282501,0,0,0,0,0,0,0,0,0,0,0,0
NM_001282502,0,0,0,0,0,0,0,0,0,0,0,0
NM_001282504,0,0,0,0,0,0,0,0,0,0,0,0
NM_001282505,0,0,0,0,0,0,0,0,0,0,0,0
NM_001282535,0,0,0,0,0,0,0,0,0,0,0,0
NM_001282607,0,0,0,0,0,0,0,0,0,0,0,0
NM_001282621,0,0,0,0,0,0,0,0,0,0,0,0
NM_001282622,0,0,0,0,0,0,0,0,0,0,0,0
NM_001282628,0,0,0,0,0,0,0,0,0,0,0,0
NM_001282631,0,0,0,0,0,0,0,0,0,0,0,0
NM_001282647,0,0,0,0,0,0,0,0,0,0,0,0
NM_001282648,0,0,0,0,0,0,0,0,0,0,0,0
NM_001282649,0,0,0,0,0,0,0,0,0,0,0,0
NM_001282650,0,0,0,0,0,0,0,0,1,0,0,0
NM_001282651,1,1,2,0,0,2,0,0,1,0,0,2
NM_001282674,0,0,0,0,0,0,0,0,0,0,0,0
NM_001282754,0,0,0,0,0,0,0,0,0,0,0,0
NM_001282848,0,0,0,0,0,0,0,0,0,0,0,0
NM_001282849,0,0,0,0,0,0,0,0,0,0,0,0
NM_001282874,0,0,0,0,0,0,0,0,0,0,0,0
NM_001282875,0,0,0,0,0,0,0,0,0,0,0,0
NM_001286074,0,0,0,0,0,0,0,0,0,0,0,0
NM_001287242,0,0,0,1,0,0,0,0,0,0,0,4
NM_001287344,0,0,0,0,4,0,3,3,4,0,0,0
NM_001287345,0,0,0,0,0,0,1,1,1,0,0,0
NM_001287758,0,0,0,0,0,0,0,0,0,0,0,0
NM_001287759,0,0,0,0,0,0,0,0,0,0,0,0
NM_001287760,0,0,0,0,0,0,0,0,0,0,0,0
NM_001288747,5,10,5,1,2,1,9,4,1,0,4,5
NM_001289,210,178,126,685,569,150,503,208,1216,304,495,331
NM_001289109,1,1,0,0,0,0,0,0,0,0,0,0
NM_001289773,19,30,15,13,15,5,25,16,24,5,5,19
NM_001291277,0,0,0,0,0,0,0,0,0,0,0,0
NM_001291415,0,0,0,0,0,0,0,0,0,0,0,0
NM_001291416,0,0,0,0,0,0,0,0,0,0,0,0
NM_001291417,0,0,0,0,0,0,0,0,0,0,0,0
NM_001291418,0,0,0,0,0,0,0,0,0,0,0,0
NM_001291421,0,0,0,0,0,0,0,0,0,0,0,0
NM_001291527,0,0,0,0,0,0,0,0,0,0,0,0
NM_001291528,0,0,0,0,0,0,0,0,0,0,0,0
NM_001291529,0,0,0,0,0,0,0,0,0,0,0,0
NM_001291530,0,0,0,0,0,0,0,0,0,0,0,0
NM_001291535,0,0,0,0,0,0,0,0,0,0,0,0
